calories,protein,total_fat,carbohydrate,fiber,sugars,Cluster
111,19.44,3.2,1.03,0.0,1.03,3
495,8.93,23.0,63.9,3.6,53.57,5
884,0.0,100.0,0.0,0.0,0.0,4
201,18.91,13.0,0.0,0.0,0.0,3
275,10.5,1.6,53.4,2.3,0.0,2
533,0.17,60.0,0.86,0.0,0.0,4
254,24.29,17.0,0.0,0.0,0.0,3
103,6.07,0.3,19.32,5.3,1.34,0
133,22.49,4.1,0.0,0.0,0.0,3
178,30.39,5.3,0.0,0.0,0.0,3
235,7.7,1.8,46.0,2.7,0.0,2
164,8.86,2.6,27.42,7.6,4.8,0
76,2.99,1.9,12.13,0.7,9.55,0
409,3.71,13.0,69.37,14.9,33.42,5
418,5.6,10.0,75.6,1.7,40.0,5
65,1.23,0.4,13.86,0.7,0.09,0
98,3.4,3.5,13.22,0.3,11.46,0
66,1.61,3.6,6.7,0.0,6.7,0
179,16.09,12.0,1.35,0.0,0.88,3
14,1.15,0.1,2.97,1.3,1.69,0
138,2.4,3.4,24.31,2.4,0.21,0
193,33.53,6.6,0.0,0.0,0.0,3
152,21.8,6.5,0.0,0.0,0.0,3
237,28.02,13.0,0.0,0.0,0.0,3
162,25.53,6.7,0.0,0.0,0.0,3
130,25.11,3.3,0.3,0.0,0.3,3
123,24.34,2.9,0.0,0.0,0.0,3
46,0.3,0.0,11.15,0.0,10.37,0
173,27.58,6.1,0.0,0.0,0.0,3
170,30.54,4.3,0.0,0.0,0.0,3
127,21.57,3.8,0.0,0.0,0.0,3
201,18.91,13.0,0.0,0.0,0.0,3
523,7.0,33.0,56.2,0.0,0.0,2
232,24.21,14.0,0.0,0.0,0.0,3
227,26.74,13.0,0.0,0.0,0.0,3
202,29.26,9.4,0.27,0.0,0.0,3
131,22.09,4.1,0.0,0.0,0.0,3
133,2.19,3.4,23.51,1.9,0.2,0
157,27.87,5.0,0.0,0.0,0.0,3
373,0.1,3.5,85.2,0.0,38.7,5
536,7.0,35.0,52.9,4.8,0.0,2
194,27.82,8.3,0.0,0.0,0.0,3
178,27.96,6.5,0.0,0.0,0.0,3
168,20.48,9.0,0.0,0.0,0.0,3
204,27.78,9.4,0.0,0.0,0.0,3
390,4.6,11.0,69.4,3.5,23.5,2
251,18.42,19.0,0.0,0.0,0.0,3
494,12.9,26.0,52.0,0.0,52.0,5
43,3.86,0.2,7.5,0.0,7.5,0
5,0.0,0.0,1.25,0.0,0.0,0
231,23.72,14.0,0.0,0.0,0.0,3
884,0.0,100.0,0.0,0.0,0.0,4
161,28.6,4.4,0.0,0.0,0.0,3
163,28.75,4.5,0.0,0.0,0.0,3
301,24.89,22.0,0.02,0.0,0.0,3
197,29.79,8.7,0.0,0.0,0.0,3
153,22.12,6.5,0.0,0.0,0.0,3
412,3.71,11.0,74.3,14.9,29.71,1
167,2.16,6.2,25.59,2.3,0.2,0
157,27.28,5.3,0.0,0.0,0.0,3
94,3.11,0.7,22.33,2.8,3.59,0
121,17.06,5.4,1.42,0.0,1.42,3
214,19.92,14.0,0.0,0.0,0.0,3
189,20.68,11.0,0.0,0.0,0.0,3
332,21.5,27.0,0.41,0.0,0.0,3
183,21.55,11.0,0.13,0.0,0.0,3
180,24.72,9.0,0.05,0.0,0.0,3
47,0.68,0.1,11.27,0.3,8.31,0
145,20.9,5.5,1.5,0.0,0.0,3
157,32.06,3.2,0.0,0.0,0.0,3
151,30.54,3.2,0.0,0.0,0.0,3
122,22.71,3.5,0.43,0.0,0.43,3
136,21.79,4.8,0.0,0.0,0.0,3
265,16.98,21.0,0.0,0.0,0.0,3
230,17.37,17.0,0.0,0.0,0.0,3
717,0.16,81.0,0.7,0.0,0.0,4
157,26.52,5.6,0.0,0.0,0.0,3
884,0.0,100.0,0.0,0.0,0.0,4
315,23.43,24.0,0.0,0.0,0.0,3
884,0.0,100.0,0.0,0.0,0.0,4
57,0.46,0.1,14.65,1.6,11.25,0
116,14.07,4.9,4.22,0.0,4.22,3
255,26.54,16.0,0.0,0.0,0.0,3
69,1.54,2.3,10.0,2.3,7.69,0
286,15.55,19.0,13.01,0.0,0.0,3
66,1.71,3.5,6.9,0.0,6.9,0
221,19.71,16.0,0.2,0.0,0.0,3
252,18.72,19.0,0.64,0.0,0.0,3
152,2.57,3.8,26.98,2.6,0.25,0
183,12.29,5.3,21.49,1.2,3.41,0
129,19.63,5.0,0.0,0.0,0.0,3
132,8.49,0.7,23.76,6.4,4.46,0
69,1.92,3.8,6.94,0.0,6.9,0
884,0.0,100.0,0.0,0.0,0.0,4
275,10.5,1.6,53.4,2.3,0.0,2
276,17.77,22.0,0.0,0.0,0.0,3
122,21.38,3.4,0.0,0.0,0.0,3
278,18.12,22.0,0.12,0.0,0.0,3
128,6.97,3.9,16.32,1.3,4.82,0
378,6.06,1.1,86.85,1.4,10.35,2
167,16.65,11.0,0.66,0.0,0.66,3
195,31.0,6.9,0.0,0.0,0.0,3
174,29.29,5.5,0.0,0.0,0.0,3
352,8.7,1.6,84.6,10.2,22.7,2
717,0.16,81.0,0.7,0.0,0.0,4
156,12.17,2.7,20.34,0.7,3.0,0
175,27.58,7.1,0.0,0.0,0.0,3
580,21.95,49.0,22.51,8.1,4.45,4
307,5.88,13.0,41.18,1.2,5.88,2
199,2.9,6.8,31.66,2.8,0.31,0
164,29.68,5.0,0.0,0.0,0.0,3
208,32.08,8.9,0.0,0.0,0.0,3
239,30.09,13.0,0.0,0.0,0.0,3
234,27.88,14.0,0.0,0.0,0.0,3
23,1.04,0.4,3.79,1.1,2.48,0
398,4.0,11.0,70.1,2.7,23.9,2
170,25.9,7.4,0.0,0.0,0.0,3
413,7.5,7.5,79.05,4.0,38.9,5
88,4.92,2.0,13.49,4.4,0.0,0
199,25.55,11.0,0.0,0.0,0.0,3
206,18.64,15.0,0.13,0.0,0.0,3
43,2.03,1.0,7.49,1.7,0.0,0
480,15.6,21.0,57.1,0.0,56.0,5
166,0.51,0.4,41.0,0.0,38.83,5
72,1.6,2.4,10.4,2.4,8.0,0
47,2.1,0.6,8.24,0.7,7.13,0
511,10.8,27.0,56.2,0.0,56.0,5
536,7.0,35.0,52.9,4.8,0.0,2
94,3.11,0.7,22.33,2.1,0.0,0
186,17.42,12.0,0.0,0.0,0.0,3
139,21.96,5.1,0.0,0.0,0.0,3
125,22.26,3.3,0.0,0.0,0.0,3
222,26.38,12.0,0.0,0.0,0.0,3
66,1.45,3.4,7.39,0.0,5.0,0
187,22.72,11.0,0.0,0.0,0.0,3
595,17.0,54.0,21.19,9.3,0.49,4
62,0.37,0.1,14.77,0.2,14.2,0
164,15.73,11.0,1.1,0.0,1.1,3
149,26.89,4.6,0.0,0.0,0.0,3
179,31.29,6.0,0.0,0.0,0.0,3
246,19.82,18.0,0.0,0.0,0.0,3
249,19.37,18.0,0.0,0.0,0.0,3
63,2.38,1.6,9.52,0.8,0.79,0
64,0.0,0.0,16.03,0.0,15.85,0
113,17.53,4.2,1.2,0.0,1.06,3
103,14.47,3.8,2.82,0.0,0.91,3
512,15.36,28.0,52.2,0.0,52.2,5
391,4.4,11.0,69.8,3.3,24.7,5
160,1.5,14.0,7.0,0.0,5.65,0
120,21.08,3.3,0.0,0.0,0.0,3
103,6.07,0.3,19.32,5.3,1.34,0
256,30.35,15.0,0.03,0.0,0.0,3
108,2.05,4.9,14.4,2.2,0.0,0
217,25.7,12.0,0.0,0.0,0.0,3
178,19.74,10.0,0.0,0.0,0.0,3
199,19.48,13.0,0.0,0.0,0.0,3
164,8.86,2.6,27.42,7.6,4.8,0
121,22.81,2.6,0.0,0.0,0.0,3
235,7.7,1.8,46.0,2.7,0.0,2
235,7.7,1.8,46.0,2.7,0.0,2
884,0.0,100.0,0.0,0.0,0.0,4
514,11.0,28.0,55.0,0.0,55.0,5
155,27.47,4.2,0.0,0.0,0.0,3
103,19.0,3.0,0.0,0.0,0.0,3
150,23.3,4.7,3.78,0.0,0.0,3
307,28.53,21.0,0.03,0.0,0.0,3
338,3.3,0.6,85.4,0.0,1.88,2
130,2.9,7.0,13.9,0.0,13.9,0
247,29.59,14.0,0.04,0.0,0.0,3
53,2.86,1.0,7.76,1.2,1.22,0
155,27.94,4.8,0.0,0.0,0.0,3
164,20.62,9.1,0.0,0.0,0.0,3
153,0.4,0.0,39.0,0.1,38.05,5
85,4.93,1.3,13.8,0.0,13.8,0
264,10.56,1.3,52.38,1.6,8.43,2
884,0.0,100.0,0.0,0.0,0.0,4
128,3.13,7.0,13.21,0.0,13.1,0
78,3.27,3.7,7.35,1.2,0.82,0
68,4.47,0.8,11.36,4.9,2.99,0
194,19.56,12.0,0.0,0.0,0.0,3
320,3.13,11.0,52.83,3.5,8.36,2
200,29.37,9.0,0.27,0.0,0.0,3
68,1.71,3.5,7.53,0.0,6.44,0
172,13.99,13.0,0.8,0.0,0.62,3
175,22.78,9.3,0.01,0.0,0.0,3
259,14.35,9.8,28.3,4.3,4.03,2
0,0.1,0.0,0.0,0.0,0.0,0
13,0.61,0.1,2.96,1.4,1.19,0
240,18.12,19.0,0.13,0.0,0.0,3
49,2.86,1.0,6.94,0.4,0.41,0
385,4.01,9.0,71.83,1.8,31.0,5
107,17.93,3.4,1.24,0.0,0.97,3
381,6.45,1.3,86.04,0.7,8.35,2
81,2.55,0.7,19.3,2.4,3.07,0
94,3.11,0.7,22.33,2.8,3.59,0
131,8.49,0.7,23.5,6.4,4.46,0
208,27.43,11.0,0.41,0.0,0.0,3
112,6.9,3.9,13.4,0.0,0.0,0
129,21.65,4.0,0.0,0.0,0.0,3
396,24.29,13.0,47.24,2.5,32.86,5
251,12.8,13.0,21.2,0.0,0.0,3
356,22.29,2.6,69.8,9.5,30.29,2
481,5.4,23.0,66.8,2.5,0.0,2
522,10.89,29.0,54.73,0.0,54.73,5
124,4.31,1.9,30.07,6.0,7.1,0
21,0.0,0.0,5.14,0.0,1.52,0
127,22.27,3.5,0.0,0.0,0.0,3
400,4.55,2.3,90.28,4.5,81.82,5
222,28.02,11.0,0.0,0.0,0.0,3
193,24.99,9.6,0.0,0.0,0.0,3
368,27.87,12.0,50.0,18.2,20.59,1
169,19.88,10.0,0.05,0.0,0.0,3
213,10.52,10.0,20.43,1.2,3.18,0
371,5.4,19.0,47.8,1.9,0.0,2
503,0.0,29.0,61.59,0.0,0.0,2
77,14.86,2.0,0.0,0.0,0.0,3
196,29.87,8.5,0.0,0.0,0.0,3
147,2.24,4.7,24.81,1.9,0.2,0
31,0.21,2.1,2.92,0.0,2.5,0
135,21.91,4.6,0.0,0.0,0.0,3
96,2.37,1.2,18.95,2.0,6.31,0
297,13.1,4.0,52.06,2.0,5.04,2
254,12.78,8.6,31.24,4.3,7.62,2
199,29.31,8.2,0.0,0.0,0.0,3
105,6.65,0.3,19.45,4.8,1.37,0
81,4.19,1.0,13.66,4.0,3.17,0
517,4.44,26.0,65.96,6.7,53.07,5
254,13.06,12.0,24.97,1.4,5.11,3
884,0.0,100.0,0.0,0.0,0.0,4
519,14.0,28.0,52.8,0.0,51.0,5
20,0.83,0.0,4.22,0.0,0.0,0
129,21.69,4.1,0.0,0.0,0.0,3
43,2.87,2.0,14.2,2.9,0.27,0
114,20.16,3.1,0.0,0.0,0.0,3
124,21.45,3.6,0.0,0.0,0.0,3
217,28.53,11.0,0.0,0.0,0.0,3
173,22.24,8.7,0.0,0.0,0.0,3
63,2.6,0.5,13.98,2.6,0.0,0
119,1.99,1.9,23.44,2.6,0.31,0
195,20.56,12.0,0.0,0.0,0.0,3
184,20.56,11.0,0.0,0.0,0.0,3
389,3.48,20.0,52.84,2.2,39.96,5
216,28.65,10.0,1.76,0.0,0.0,3
409,4.7,11.0,72.7,1.0,28.99,5
110,17.34,4.0,1.45,0.0,1.45,3
102,4.37,1.1,19.05,0.0,19.05,0
310,16.32,27.0,0.0,0.0,0.0,3
104,4.4,0.8,19.7,2.0,12.61,0
884,0.0,100.0,0.0,0.0,0.0,4
131,5.5,4.2,19.7,2.1,3.6,0
82,2.45,4.9,6.94,1.2,0.41,0
279,17.18,23.0,0.0,0.0,0.0,3
522,10.85,29.0,54.78,0.0,54.7,5
148,22.06,5.9,0.0,0.0,0.0,3
99,2.8,4.7,11.28,0.5,7.6,0
43,2.03,1.0,7.49,1.7,0.0,0
123,21.35,3.8,0.82,0.0,0.0,3
202,24.73,11.0,0.83,0.0,0.0,3
352,8.6,1.6,84.8,10.2,22.7,2
156,31.11,2.6,0.0,0.0,0.0,3
406,17.66,37.0,0.11,0.0,0.11,3
155,21.22,7.2,0.0,0.0,0.0,3
257,4.08,20.0,16.18,0.0,8.21,0
237,19.32,17.0,0.0,0.0,0.0,3
224,20.59,15.0,0.0,0.0,0.0,3
132,18.73,5.7,0.0,0.0,0.0,3
184,25.32,8.4,0.0,0.0,0.0,3
228,32.06,10.0,0.0,0.0,0.0,3
329,11.8,12.0,44.29,11.2,4.2,2
158,22.17,7.1,0.0,0.0,0.0,3
88,1.98,1.0,17.91,1.3,8.71,0
41,2.45,1.0,5.31,0.8,1.63,0
149,22.99,6.3,0.0,0.0,0.0,3
257,13.26,9.1,30.58,4.0,3.72,2
153,27.25,4.8,0.25,0.0,0.0,3
126,21.1,4.6,0.0,0.0,0.0,3
456,5.2,15.0,75.0,2.9,34.5,5
66,1.8,3.6,6.77,0.0,4.4,0
222,13.77,10.0,18.43,0.9,1.53,3
222,26.3,7.2,13.6,2.0,5.9,3
273,26.49,18.0,0.0,0.0,0.0,3
94,3.11,0.7,22.33,2.8,0.0,0
80,2.75,0.4,19.56,2.4,3.12,0
309,7.25,9.3,49.09,4.9,9.81,2
218,0.45,0.0,87.38,0.1,0.0,2
146,25.34,5.0,0.0,0.0,0.0,3
19,1.04,0.4,3.79,1.1,2.48,0
171,28.05,5.7,0.0,0.0,0.0,3
83,2.74,1.6,16.53,3.3,0.0,0
15,1.14,0.4,2.69,1.0,1.71,0
127,26.97,2.1,0.0,0.0,0.0,3
214,23.47,14.0,0.09,0.0,0.0,3
95,17.38,2.3,1.23,0.0,1.23,3
91,18.65,1.9,0.71,0.0,0.71,3
372,14.52,34.0,0.0,0.0,0.0,3
79,2.55,0.7,18.71,2.4,3.07,0
264,31.4,15.0,0.0,0.0,0.0,3
196,32.5,7.4,0.0,0.0,0.0,3
343,22.35,9.0,52.47,10.5,22.67,2
155,24.24,5.7,0.0,0.0,0.0,3
121,8.12,0.9,20.8,6.0,0.0,0
95,15.43,3.5,0.67,0.0,0.67,3
342,15.32,31.0,0.0,0.0,0.0,3
143,21.22,5.8,0.0,0.0,0.0,3
33,1.1,0.5,6.06,1.1,2.15,0
139,7.05,2.8,22.53,6.4,4.01,0
492,5.1,25.0,65.36,2.0,32.9,5
66,1.38,3.5,6.44,0.0,6.44,0
524,11.4,29.0,54.94,0.0,52.38,5
273,14.72,17.0,15.37,0.0,0.0,3
83,3.17,3.4,10.34,0.8,9.54,0
170,26.51,7.1,0.04,0.0,0.0,3
50,1.44,0.2,10.52,0.5,0.03,0
211,31.75,8.4,0.0,0.0,0.0,3
379,3.16,18.0,55.36,1.5,39.22,5
1,0.0,0.0,0.31,0.0,0.0,0
51,0.4,0.0,12.67,0.2,12.47,0
239,3.34,2.7,50.47,5.1,6.87,2
254,14.62,9.3,28.08,2.9,5.02,3
250,12.63,7.8,32.24,3.9,7.53,2
179,22.41,10.0,0.0,0.0,0.0,3
18,0.0,0.0,4.5,0.0,4.5,0
533,0.17,60.0,0.86,0.0,0.0,4
130,27.94,2.1,0.0,0.0,0.0,3
209,33.31,8.4,0.0,0.0,0.0,3
164,0.1,0.0,15.85,0.0,15.81,0
65,2.36,3.6,5.76,0.3,2.82,0
71,3.85,0.9,11.83,1.9,5.06,0
275,11.48,15.0,23.22,1.3,2.48,3
206,11.59,10.0,16.81,1.4,4.0,0
34,3.6,0.2,6.68,1.9,1.04,0
253,3.29,2.9,84.0,35.2,17.29,1
257,9.3,8.1,37.5,1.5,4.0,2
229,22.57,15.0,0.0,0.0,0.0,3
149,23.93,6.0,0.0,0.0,0.0,3
34,3.37,0.1,4.96,0.0,5.09,0
99,3.98,1.2,18.64,0.0,18.64,0
188,34.94,4.3,0.0,0.0,0.0,3
272,16.16,23.0,0.24,0.0,0.0,3
160,20.65,8.6,0.0,0.0,0.0,3
277,23.55,15.0,9.5,0.0,0.0,3
147,20.61,7.1,0.0,0.0,0.0,3
470,15.7,21.0,56.0,0.0,56.0,5
369,6.09,2.5,86.5,9.3,19.1,2
105,6.65,0.3,19.45,4.8,1.37,0
244,11.02,11.0,25.38,2.2,3.73,0
713,0.22,80.0,0.75,0.0,0.0,4
170,20.71,9.0,0.0,0.0,0.0,3
128,21.75,3.9,0.0,0.0,0.0,3
242,22.24,15.0,3.36,0.5,1.94,3
33,4.83,0.6,4.72,0.0,0.0,0
358,35.8,5.1,41.0,2.0,39.0,5
596,6.54,63.0,0.0,0.0,0.0,4
254,11.74,12.0,24.81,0.0,0.0,3
45,0.27,0.1,10.91,0.1,9.8,0
400,2.8,15.0,75.0,3.7,65.0,5
53,0.36,0.1,12.87,0.2,9.98,0
450,1.0,50.0,1.0,0.0,0.0,4
147,2.4,0.3,33.86,1.0,29.68,0
247,12.72,7.9,31.31,4.0,7.12,2
400,4.0,11.0,70.8,1.1,30.3,5
236,28.67,12.0,2.97,0.0,0.0,3
427,6.1,16.0,70.8,4.0,0.0,2
268,21.95,16.0,8.28,0.3,0.0,3
376,10.39,3.8,80.3,7.4,22.7,2
109,21.1,2.1,0.0,0.0,0.0,3
386,21.91,11.0,50.3,6.7,28.71,2
45,2.45,1.2,5.71,0.8,1.22,0
248,4.31,5.2,45.78,4.3,3.53,2
417,4.6,14.0,69.0,1.4,32.3,5
46,0.34,0.0,11.42,0.1,8.13,0
158,27.57,4.4,0.0,0.0,0.0,3
132,3.31,6.7,14.71,0.0,11.74,0
520,14.42,28.0,51.75,0.0,52.02,5
66,1.36,3.7,6.77,0.0,6.9,0
193,33.78,5.4,0.0,0.0,0.0,3
167,31.23,4.6,0.0,0.0,0.0,3
20,0.0,0.0,5.16,0.0,5.16,0
381,7.8,0.0,90.5,0.0,0.0,2
272,17.51,22.0,0.86,0.0,0.0,3
246,30.45,12.0,1.82,0.1,0.0,3
298,21.85,19.0,9.38,0.0,0.0,3
45,3.11,0.5,9.18,4.6,0.84,0
47,0.47,0.0,11.28,0.0,10.93,0
105,4.86,1.4,18.6,0.0,2.9,0
143,20.88,5.9,0.0,0.0,0.0,3
248,28.23,14.0,0.0,0.0,0.0,3
282,25.93,19.0,0.0,0.0,0.0,3
884,0.0,100.0,0.0,0.0,0.0,4
61,2.78,3.2,5.64,0.1,2.62,0
232,25.96,13.0,0.0,0.0,0.0,3
483,16.5,22.0,54.8,0.0,54.0,5
64,1.95,0.5,15.41,0.7,0.0,0
22,1.86,0.3,4.1,0.0,0.0,0
66,1.83,3.5,6.81,0.0,5.13,0
480,15.6,21.0,57.1,0.0,56.0,5
218,12.33,12.0,15.95,0.7,1.93,3
345,15.81,31.0,0.0,0.0,0.0,3
354,8.5,3.4,81.4,10.9,22.29,2
88,3.0,3.1,12.3,0.0,0.0,0
21,0.0,0.0,5.0,0.0,5.0,0
547,6.6,37.0,51.3,1.2,0.0,2
15,1.14,0.4,2.69,1.0,1.71,0
474,8.66,23.0,61.6,2.9,53.08,5
421,20.31,38.0,0.44,0.0,0.0,3
403,12.26,39.0,1.0,0.0,0.0,3
24,1.21,0.2,5.37,2.3,0.0,0
42,0.07,0.2,11.4,0.0,11.4,0
158,26.1,6.0,0.0,0.0,0.0,3
245,26.96,14.0,1.63,0.1,0.0,3
66,1.61,3.6,6.7,0.0,6.7,0
208,30.13,9.7,0.0,0.0,0.0,3
162,9.31,0.5,30.87,5.4,0.0,0
166,21.34,8.3,0.0,0.0,0.0,3
247,27.74,14.0,0.0,0.0,0.0,3
80,2.75,0.4,19.56,2.4,3.12,0
14,0.4,0.2,3.04,1.0,1.18,0
65,2.17,2.9,7.64,0.0,7.64,0
66,1.97,3.3,7.21,0.0,7.2,0
163,20.05,9.2,0.0,0.0,0.0,3
181,25.48,8.5,0.7,0.0,0.7,3
345,55.3,0.0,33.3,0.0,0.0,3
253,5.06,0.9,56.0,7.3,0.59,2
174,30.18,5.0,0.0,0.0,0.0,3
50,3.3,2.0,4.8,0.0,5.06,0
170,25.81,6.6,0.0,0.0,0.0,3
199,33.68,6.1,0.0,0.0,0.0,3
884,0.0,100.0,0.0,0.0,0.0,4
65,1.63,3.3,7.17,0.0,5.69,0
77,4.74,0.6,13.63,3.3,0.0,0
182,17.34,4.6,16.78,0.9,3.08,3
210,4.26,1.1,45.74,2.1,3.19,2
31,0.81,0.2,7.62,1.0,2.11,0
49,0.0,0.0,12.65,0.1,11.8,0
135,18.5,4.3,8.3,5.6,1.1,3
285,27.22,17.0,4.08,0.0,0.0,3
141,21.57,5.5,0.0,0.0,0.0,3
96,0.55,0.0,24.85,1.6,0.0,0
62,0.42,0.0,15.0,0.0,13.75,0
422,18.49,13.0,57.27,2.8,33.04,5
32,3.6,0.2,6.16,1.9,1.04,0
317,23.47,24.0,0.0,0.0,0.0,3
235,24.88,14.0,0.0,0.0,0.0,3
93,4.31,0.9,19.95,4.1,2.21,0
639,5.54,68.0,0.97,0.0,0.0,4
209,27.03,10.0,0.0,0.0,0.0,3
467,4.5,18.0,73.2,2.3,34.8,5
219,22.8,11.0,8.9,2.5,0.6,3
185,21.8,7.4,8.5,2.3,0.2,3
25,1.27,1.0,2.95,0.2,0.27,0
34,3.37,0.1,4.96,0.0,5.09,0
418,6.8,23.0,46.7,2.0,0.0,2
64,1.95,0.5,15.41,1.7,0.0,0
328,9.29,23.0,21.07,2.0,3.1,2
252,31.86,14.0,0.0,0.0,0.0,3
502,4.78,23.0,68.4,2.7,62.54,5
233,12.49,20.0,0.0,0.0,0.0,3
390,8.0,7.4,78.0,6.2,0.0,2
145,21.22,6.1,0.0,0.0,0.0,3
50,1.46,0.2,10.66,0.5,0.03,0
85,3.23,3.2,11.91,0.4,0.0,0
159,5.82,1.5,31.51,4.6,0.85,0
342,0.6,1.0,82.7,7.7,0.0,2
351,9.19,1.7,83.4,10.8,20.2,2
172,26.24,7.4,0.0,0.0,0.0,3
354,5.21,22.0,34.38,1.0,25.0,2
152,31.47,1.9,0.0,0.0,0.0,3
123,23.75,3.1,0.0,0.0,0.0,3
16,0.95,0.2,3.31,0.9,0.0,0
30,2.38,0.8,3.51,0.3,2.61,0
164,24.23,7.7,0.0,0.0,0.0,3
164,23.0,8.0,0.0,0.0,0.0,3
37,0.6,0.1,8.8,0.2,7.42,0
165,21.22,8.3,0.0,0.0,0.0,3
205,25.8,11.0,0.0,0.0,0.0,3
169,19.98,9.2,0.0,0.0,0.0,3
126,8.04,0.4,23.31,7.7,0.0,0
215,9.45,5.5,31.89,0.8,3.94,0
155,21.55,6.9,0.0,0.0,0.0,3
113,21.4,2.4,0.0,0.0,0.0,3
325,6.21,9.3,57.87,4.6,33.4,5
466,5.8,25.0,63.8,3.4,0.0,2
157,28.98,4.5,0.0,0.0,0.0,3
462,4.1,20.0,72.4,13.2,27.0,2
78,7.07,0.8,15.01,0.0,0.0,0
443,2.59,15.0,75.94,1.3,67.0,5
235,10.6,6.9,36.9,5.2,3.3,2
511,10.8,27.0,56.2,0.0,56.0,5
134,6.81,7.6,10.04,0.0,10.04,0
481,3.6,26.0,66.4,5.2,49.58,5
67,1.82,3.7,6.63,0.0,6.63,0
265,5.33,9.3,40.01,9.3,10.67,2
239,15.17,12.0,17.82,0.0,0.0,3
235,11.85,13.0,18.35,0.0,0.0,3
151,9.12,2.5,22.91,1.3,3.54,0
166,15.95,11.0,0.2,0.0,0.0,3
183,33.17,4.6,0.0,0.0,0.0,3
97,3.17,0.4,20.32,5.0,3.23,0
51,3.27,0.8,7.76,1.6,1.63,0
363,4.2,5.4,74.4,5.6,29.4,5
182,2.16,8.9,35.58,5.7,12.9,0
154,19.72,8.3,0.0,0.0,0.0,3
521,9.53,31.0,55.38,3.3,40.33,5
526,0.6,59.0,0.0,0.0,0.0,4
61,1.95,0.8,13.86,1.7,4.15,0
107,18.6,3.6,0.0,0.0,0.0,3
19,0.1,0.0,4.7,0.1,4.6,0
86,4.93,1.3,13.8,0.0,5.43,0
33,4.83,0.6,4.72,0.0,0.0,0
191,32.41,6.8,0.0,0.0,0.0,3
260,24.84,13.0,8.99,0.3,0.0,3
53,0.36,0.1,12.87,0.2,9.98,0
248,4.8,2.6,85.19,38.5,10.8,1
78,9.04,4.2,2.85,0.9,0.6,0
61,7.17,3.7,1.18,0.2,0.7,0
205,10.06,6.4,26.66,1.6,3.61,0
33,1.21,0.8,5.35,0.7,0.82,0
342,11.6,2.0,81.0,13.8,0.4,2
71,13.61,1.0,0.91,0.0,0.0,0
35,1.55,1.0,5.05,0.3,0.19,0
238,27.29,9.2,9.91,0.3,0.57,3
65,1.7,2.7,8.54,0.0,6.19,0
124,9.13,0.1,22.41,9.3,0.0,0
323,4.4,20.0,30.9,0.6,30.0,5
583,0.14,65.0,0.14,0.0,0.0,4
127,21.99,3.7,0.0,0.0,0.0,3
45,3.11,0.5,9.18,4.6,0.84,0
188,24.31,9.7,0.85,0.0,0.0,3
508,10.2,31.0,53.4,2.8,23.74,5
884,0.0,100.0,0.0,0.0,0.0,4
330,6.59,9.6,54.46,2.3,16.05,2
21,2.03,0.1,4.19,0.8,2.84,0
386,5.09,9.9,78.19,11.2,21.39,2
69,1.54,2.3,10.0,2.3,7.69,0
884,0.0,100.0,0.0,0.0,0.0,4
484,14.2,32.0,44.9,0.0,0.0,2
399,6.7,4.9,83.3,5.4,24.0,2
111,23.48,1.2,0.0,0.0,0.0,3
176,24.55,8.6,0.0,0.0,0.0,3
191,24.39,9.4,0.64,0.0,0.64,3
509,12.73,26.0,56.03,0.0,56.03,5
274,18.15,22.0,0.0,0.0,0.0,3
243,12.12,11.0,23.1,2.1,3.74,3
541,37.04,42.0,1.43,0.0,0.0,3
20,0.98,0.7,2.62,0.7,0.66,0
71,3.97,1.2,11.9,2.4,1.59,0
136,1.0,10.0,11.38,0.0,11.38,0
647,13.11,62.0,20.79,5.2,0.0,4
270,28.16,18.0,0.0,0.0,0.0,3
101,4.22,1.7,17.3,1.3,8.44,0
109,0.65,1.1,24.2,0.0,13.51,0
421,10.55,12.0,73.65,10.2,20.34,2
11,0.4,0.2,2.45,1.0,1.18,0
127,26.97,2.1,0.0,0.0,0.0,3
282,15.78,16.0,18.89,1.3,4.63,3
222,31.84,8.9,1.64,0.1,0.0,3
175,28.69,5.8,0.0,0.0,0.0,3
72,2.4,2.0,10.4,2.4,8.0,0
6,0.1,0.0,1.3,0.4,0.08,0
277,21.61,17.0,9.08,0.3,0.0,3
61,2.08,0.5,13.49,2.2,0.0,0
52,0.17,0.1,12.96,0.2,9.95,0
197,2.02,21.0,2.81,0.0,0.0,0
212,28.94,9.4,2.9,0.0,0.0,3
152,3.23,2.1,31.11,3.3,0.3,0
0,0.0,0.0,0.0,0.0,0.0,0
594,6.0,63.0,0.0,0.0,0.0,4
122,0.37,0.3,33.73,1.1,26.68,0
202,1.61,21.0,5.58,0.0,0.0,0
36,2.14,1.1,4.27,0.0,3.91,0
198,7.06,4.7,31.76,1.2,4.71,0
220,9.76,1.0,42.93,2.0,6.83,2
122,21.44,4.0,0.0,0.0,0.0,3
194,19.74,13.0,0.0,0.0,0.0,3
60,0.37,0.1,14.77,0.2,14.2,0
87,2.38,1.6,15.87,0.8,0.79,0
884,0.0,100.0,0.0,0.0,0.0,4
85,3.37,3.3,11.2,0.5,6.68,0
337,16.17,30.0,0.27,0.0,0.0,3
50,3.3,2.0,4.8,0.0,5.06,0
33,2.86,1.6,1.74,0.5,0.41,0
35,2.99,0.4,4.85,3.1,1.07,0
