calories,protein,total_fat,carbohydrate,fiber,sugars,Cluster
396,13.8,36.0,2.7,0.0,0.0,3
371,5.4,19.0,47.8,1.9,0.0,2
44,1.2,0.1,9.89,1.4,0.0,0
391,12.5,0.9,83.21,0.0,12.5,2
462,13.8,29.0,44.9,0.0,0.0,2
150,18.73,8.3,0.0,0.0,0.0,3
48,1.72,3.1,3.32,0.0,0.0,0
245,5.3,7.4,39.9,1.0,10.1,2
311,11.27,22.0,19.28,0.8,1.43,3
93,1.64,2.1,17.08,1.3,5.9,0
265,5.5,8.7,41.6,1.1,9.3,2
381,11.0,9.3,71.6,15.3,2.9,1
50,3.27,0.4,8.36,2.0,2.01,0
51,5.71,1.7,2.72,0.0,0.62,0
85,0.07,0.0,2.61,0.0,0.62,0
312,14.11,27.0,2.42,0.0,0.0,3
403,7.02,18.0,53.38,2.2,17.98,2
260,13.7,23.0,0.0,0.0,0.0,3
2,0.02,0.0,0.44,0.0,0.01,0
385,8.4,3.2,81.2,2.9,0.0,2
240,10.49,7.7,32.28,2.0,8.81,2
100,5.85,3.7,10.88,2.9,1.84,0
95,0.5,0.0,23.17,0.1,19.99,0
24,0.81,0.2,5.73,0.9,3.24,0
398,24.35,33.0,1.91,0.0,0.49,3
121,21.1,4.0,0.21,0.0,0.0,3
490,6.8,22.0,66.3,2.1,7.3,2
479,4.7,19.0,73.7,1.2,37.8,5
382,14.61,4.6,70.32,6.8,0.0,2
509,9.91,52.0,0.0,0.0,0.0,4
86,0.4,0.1,22.2,1.1,21.1,0
54,2.18,1.2,8.66,2.0,3.78,0
598,7.79,43.0,45.9,10.9,23.99,2
517,16.18,38.0,34.29,0.0,0.0,2
291,7.9,14.0,32.9,0.0,0.0,2
175,26.15,7.1,0.0,0.0,0.0,3
25,1.69,0.0,5.08,0.0,0.0,0
397,0.03,3.3,91.56,0.0,68.48,5
13,0.0,0.0,3.33,3.3,3.33,0
482,0.68,21.0,75.42,1.2,58.01,5
338,21.46,0.7,63.38,19.0,8.5,1
407,4.7,8.7,77.45,0.0,0.0,2
57,0.0,0.0,14.55,0.1,14.11,0
97,10.69,3.9,4.61,0.2,2.38,0
363,14.15,3.1,69.63,5.7,30.07,5
532,2.94,32.0,56.82,8.8,8.82,2
125,0.0,0.0,15.7,0.0,0.0,0
19,1.36,0.3,2.81,1.3,0.42,0
258,17.55,20.0,0.0,0.0,0.0,3
51,5.1,1.2,5.5,1.1,1.39,0
451,7.17,18.0,66.27,5.7,30.0,5
21,0.82,0.0,4.12,0.8,2.88,0
87,0.1,0.1,21.4,0.0,21.4,0
154,25.82,4.8,0.0,0.0,0.0,3
153,24.58,5.3,0.0,0.0,0.0,3
59,3.4,2.5,5.7,2.6,2.04,0
42,0.0,1.7,6.78,0.0,3.39,0
56,2.0,0.5,11.8,2.7,0.0,0
579,6.12,38.0,52.42,8.0,36.71,5
424,5.4,19.0,59.1,2.5,0.0,2
173,30.77,4.7,0.0,0.0,0.0,3
424,5.6,42.0,6.0,0.0,0.0,4
41,1.63,0.4,7.35,1.6,2.45,0
41,3.78,0.4,7.86,3.8,0.0,0
83,0.07,0.0,2.72,0.0,0.79,0
93,1.96,0.1,21.55,1.5,1.7,0
332,9.61,2.0,74.48,13.1,1.02,2
278,6.6,11.0,39.0,1.2,2.9,2
294,15.05,15.0,24.04,1.7,1.88,3
519,7.36,27.0,60.81,5.1,2.59,2
501,7.19,25.0,62.74,4.0,3.03,2
114,21.85,2.9,0.0,0.0,0.0,3
363,2.4,3.3,91.5,5.1,0.0,2
433,1.5,24.0,52.7,2.5,40.0,5
363,10.6,0.8,79.55,2.8,16.63,2
34,4.31,0.4,5.74,0.0,0.0,0
48,0.3,0.1,13.3,1.2,10.15,0
147,12.33,10.0,1.01,0.0,0.25,3
48,10.2,0.0,1.04,0.0,0.25,0
42,0.0,0.3,10.36,0.0,9.94,0
11,0.51,0.4,1.75,0.3,1.26,0
150,29.45,2.7,0.0,0.0,0.0,3
72,7.4,2.2,5.6,0.0,0.0,0
445,9.8,16.0,68.0,2.5,3.7,2
237,12.8,18.0,5.46,1.7,0.0,3
146,23.14,5.2,0.0,0.0,0.0,3
126,21.05,0.0,10.53,0.0,5.26,3
563,5.58,35.0,57.54,4.3,51.71,5
531,8.51,31.0,58.01,1.7,53.96,5
375,22.13,31.0,1.73,0.1,0.62,3
584,20.78,51.0,20.0,8.6,2.62,4
403,4.25,12.0,69.41,1.2,36.35,5
206,0.14,0.6,55.83,1.5,52.2,5
560,6.72,35.0,53.54,4.2,0.34,2
213,7.4,6.1,32.1,1.1,0.0,0
4,0.42,0.0,0.42,0.0,0.0,0
388,55.56,5.6,28.89,6.7,22.22,3
521,9.4,53.0,0.0,0.0,0.0,4
424,12.6,9.5,72.0,14.2,0.92,2
196,0.22,0.7,49.89,0.3,44.46,5
385,26.5,7.4,53.15,3.5,1.8,2
19,2.6,0.2,3.14,2.1,0.0,0
103,5.1,2.6,14.79,4.9,0.89,0
62,2.6,0.9,10.9,1.8,7.98,0
386,8.1,3.8,79.9,4.0,0.0,2
900,0.0,100.0,0.0,0.0,0.0,4
900,0.0,100.0,0.0,0.0,0.0,4
900,0.0,100.0,0.0,0.0,0.0,4
102,21.33,1.2,0.0,0.0,0.0,3
451,6.7,23.0,66.6,8.5,1.2,2
141,18.52,2.7,10.7,0.0,10.68,3
184,13.4,15.0,1.1,0.2,0.8,3
159,4.0,5.6,24.2,0.0,24.0,0
342,12.05,31.0,3.63,0.0,0.0,3
256,13.06,12.0,24.97,1.4,0.0,3
112,13.5,3.0,7.7,0.4,4.0,0
556,5.54,32.0,60.49,6.5,47.56,5
502,8.7,25.0,62.6,2.1,1.3,2
314,17.9,3.0,68.7,21.3,38.48,1
105,2.73,1.3,20.72,1.0,12.83,0
91,4.83,1.3,15.42,6.8,2.49,0
259,0.01,3.4,46.9,5.3,3.4,2
103,8.62,4.3,7.27,1.7,0.61,0
101,8.71,3.8,8.03,0.0,0.21,0
403,7.0,22.0,44.6,1.2,0.0,2
265,3.0,13.0,35.11,3.2,1.49,2
297,19.62,16.0,17.98,1.0,0.36,3
234,18.77,17.0,0.0,0.0,0.0,3
117,5.09,2.5,18.86,2.5,5.09,0
290,5.4,2.7,61.0,0.5,36.66,5
46,0.19,0.0,12.76,0.6,12.2,0
204,2.22,13.0,21.86,1.7,0.0,0
125,6.54,2.2,20.18,3.9,6.52,0
68,3.48,2.1,9.17,0.8,1.5,0
416,3.4,12.0,79.5,2.9,35.71,5
265,5.5,8.7,41.7,1.1,9.1,2
78,2.38,0.2,17.47,1.2,0.78,0
434,4.0,15.0,76.6,0.0,0.0,2
503,4.5,24.0,67.7,2.8,32.4,5
111,19.0,3.3,0.0,0.0,0.0,3
120,19.97,3.9,0.0,0.0,0.0,3
122,15.0,3.9,6.8,0.0,0.0,3
480,7.9,24.0,63.1,5.3,0.0,2
22,2.2,0.3,3.9,2.8,0.0,0
680,0.96,75.0,0.57,0.0,0.57,4
77,16.52,0.8,0.0,0.0,0.0,3
441,6.1,14.0,73.1,2.0,10.1,2
132,0.44,1.4,29.45,0.5,23.49,0
370,7.11,1.8,79.45,3.9,1.61,2
243,3.9,9.8,34.83,1.8,18.88,2
532,6.39,34.0,53.83,3.1,0.33,2
36,2.52,1.2,3.53,0.0,1.58,0
318,1.25,25.0,23.05,0.0,23.05,2
64,3.28,3.7,4.65,0.0,0.0,0
221,30.2,10.0,0.0,0.0,0.0,3
234,30.09,12.0,0.0,0.0,0.0,3
157,32.14,0.0,7.14,0.0,0.0,3
53,0.81,0.3,13.34,1.8,10.58,0
33,1.67,0.0,6.67,0.0,0.0,0
440,10.17,18.0,60.26,2.9,1.98,2
282,24.69,19.0,3.41,0.0,0.56,3
239,16.7,14.0,11.6,0.0,7.74,3
53,3.75,2.4,4.81,0.4,0.21,0
11,0.33,0.2,2.26,1.2,1.06,0
115,22.25,2.8,0.0,0.0,0.0,3
417,8.1,6.9,79.0,3.0,6.0,2
402,7.9,3.8,84.1,1.7,25.66,5
52,0.0,0.3,12.25,0.0,11.41,0
241,3.39,0.5,62.64,7.3,53.44,5
74,0.24,0.2,19.08,2.7,16.42,0
89,0.44,0.1,23.12,1.5,21.58,0
72,12.39,1.0,2.72,0.0,2.72,0
81,10.45,2.3,4.76,0.0,4.0,0
48,0.3,0.1,11.4,0.5,9.6,0
26,0.91,0.2,6.19,1.0,3.52,0
410,0.3,4.9,93.8,0.1,0.0,2
47,0.29,0.3,12.0,1.3,0.0,0
208,20.42,13.0,0.0,0.0,0.0,3
119,15.23,5.9,0.0,0.0,0.0,3
529,2.6,27.0,68.8,1.3,53.0,5
363,8.46,3.7,76.59,6.4,1.61,2
383,14.13,5.5,68.49,4.9,5.74,2
383,0.6,0.1,97.3,0.0,97.3,5
51,0.53,0.1,13.5,1.4,10.32,0
262,14.46,13.0,22.46,0.8,13.6,3
455,4.9,16.0,72.6,1.6,35.07,5
3,0.09,0.0,0.75,0.0,0.0,0
390,2.31,9.5,73.81,2.4,45.95,5
6,0.64,0.2,0.44,0.0,0.43,0
237,0.05,0.0,2.41,0.0,0.0,0
70,3.98,0.3,13.51,3.5,0.0,0
116,0.39,0.1,31.2,2.0,28.7,0
161,22.75,7.1,0.0,0.0,0.0,3
79,1.96,2.7,13.05,1.7,0.0,0
449,43.32,22.0,28.98,8.1,0.0,3
361,11.98,1.7,72.53,2.4,0.31,2
255,29.2,15.0,0.0,0.0,0.0,3
335,10.82,7.3,56.56,10.8,8.67,2
294,18.47,24.0,0.0,0.0,0.0,3
110,0.3,4.4,18.6,0.1,16.32,0
277,11.01,16.0,21.66,1.5,1.65,3
198,4.29,0.1,46.06,7.9,1.4,2
24,1.2,0.3,5.31,1.5,3.56,0
423,4.0,9.8,80.0,0.7,44.21,5
46,0.8,0.1,10.9,0.1,0.0,0
315,12.78,28.0,1.69,0.0,0.0,3
515,10.24,31.0,55.36,3.6,47.17,5
538,57.9,32.0,1.6,0.0,0.0,3
387,8.1,2.4,83.4,0.0,0.0,2
278,6.6,11.0,39.8,1.2,2.7,2
496,8.5,27.0,57.7,5.2,0.0,2
216,8.99,12.0,17.97,2.2,1.23,0
451,8.1,18.0,63.86,13.7,26.6,2
46,2.1,0.2,9.19,3.3,4.08,0
470,7.3,20.0,67.4,3.7,10.7,2
177,15.7,6.3,14.27,4.9,1.07,3
483,9.8,24.0,62.3,2.9,0.0,2
265,20.0,20.0,1.37,0.0,0.0,3
358,6.5,0.5,79.15,0.0,0.0,2
100,20.42,1.4,0.0,0.0,0.0,3
587,24.35,50.0,21.26,8.4,4.9,4
426,7.2,16.0,67.0,12.2,27.2,2
385,66.67,5.1,17.95,0.0,5.13,3
515,0.0,24.0,74.39,0.0,42.31,5
389,12.0,12.0,64.6,8.7,7.3,2
97,5.0,1.0,16.9,4.2,5.25,0
230,12.8,8.4,25.7,3.8,3.3,0
108,21.28,2.5,0.15,0.0,0.1,3
483,4.5,20.0,72.1,1.5,39.3,5
283,10.77,18.0,22.04,0.6,7.9,3
389,3.41,4.6,86.75,3.3,48.11,5
282,27.2,18.0,2.0,0.0,0.58,3
42,0.0,0.0,10.7,0.0,10.7,0
83,0.07,0.0,2.51,0.0,0.62,0
163,16.6,8.6,3.83,1.3,0.0,3
68,0.0,0.0,10.07,0.0,9.77,0
231,0.0,0.0,0.0,0.0,0.0,0
473,8.55,21.0,65.7,3.2,2.15,2
130,2.36,0.2,28.73,0.0,0.0,0
189,27.0,8.2,0.0,0.0,0.0,3
174,24.88,7.5,0.0,0.0,0.0,3
164,0.89,3.5,32.12,2.1,27.25,0
884,0.0,100.0,0.0,0.0,0.0,4
113,18.74,3.6,0.0,0.0,0.0,3
165,26.77,5.2,0.86,0.0,0.0,3
296,19.25,16.0,18.36,1.2,0.39,3
19,0.91,0.3,3.83,0.5,2.78,0
358,6.69,4.0,79.09,9.1,22.5,2
201,0.05,0.0,51.45,0.2,42.5,5
257,10.29,12.0,26.69,1.0,3.53,0
514,5.9,34.0,57.3,4.6,1.1,2
230,10.5,19.0,2.6,0.0,0.0,3
482,5.5,21.0,70.0,3.4,33.9,5
99,4.25,1.7,16.6,1.9,5.41,0
229,6.3,3.5,44.9,1.3,4.5,2
307,13.87,23.0,10.95,0.0,10.3,3
3,0.21,0.1,0.25,0.0,0.2,0
126,5.7,4.0,16.8,2.7,1.9,0
57,4.33,1.9,5.96,0.0,0.0,0
18,1.49,0.2,3.55,0.0,0.0,0
55,1.1,0.2,12.3,6.7,0.0,0
70,2.35,0.5,14.55,1.4,4.23,0
144,19.54,6.7,0.0,0.0,0.0,3
387,1.59,3.3,87.73,0.1,56.32,5
60,1.1,0.1,14.0,1.5,4.24,0
222,0.58,12.0,31.22,1.5,16.86,0
28,0.8,0.1,7.0,0.7,6.05,0
401,7.3,11.0,76.4,9.4,31.7,5
121,3.0,3.2,21.0,3.0,7.0,0
100,7.0,2.3,13.0,2.6,1.0,0
127,3.0,3.6,21.6,0.0,19.92,0
33,0.83,0.2,8.14,2.5,3.2,0
503,7.79,23.0,65.32,5.3,1.0,2
71,1.32,0.3,17.01,4.0,4.8,0
29,3.63,0.6,4.21,2.9,0.65,0
113,6.0,1.1,19.0,2.5,8.0,0
53,0.4,0.1,13.99,2.2,11.79,0
377,15.49,3.0,71.93,7.5,37.65,5
190,26.63,8.5,0.0,0.0,0.0,3
452,4.45,27.0,48.6,1.2,25.7,5
415,0.1,17.0,67.32,0.0,63.54,5
187,26.45,8.2,0.0,0.0,0.0,3
105,8.4,1.9,18.1,8.1,0.0,0
253,0.01,3.4,45.0,4.7,3.1,2
179,2.9,8.8,21.9,2.9,0.0,0
291,9.8,1.5,57.9,1.8,0.0,2
35,2.38,0.4,7.18,3.3,1.39,0
113,21.28,2.5,0.15,0.0,0.1,3
423,3.9,9.5,80.9,0.7,48.95,5
21,0.82,0.0,4.12,0.8,3.29,0
382,6.4,9.4,73.7,9.2,4.3,2
27,0.96,0.2,5.9,0.0,0.0,0
33,2.71,0.7,5.65,4.0,0.0,0
54,0.48,0.7,11.52,0.0,9.36,0
362,8.77,3.5,73.88,1.8,5.26,2
381,12.6,4.1,73.1,2.5,10.1,2
184,27.36,7.5,0.0,0.0,0.0,3
143,3.68,6.2,21.92,0.5,6.09,0
62,0.2,0.2,16.6,1.8,8.83,0
448,7.6,18.0,66.4,4.2,0.0,2
41,0.36,0.0,2.97,0.0,0.0,0
213,16.0,14.0,6.9,3.1,1.0,3
178,24.3,8.2,0.0,0.0,0.0,3
338,6.2,11.0,53.87,1.3,3.48,2
283,5.4,1.2,61.0,1.1,34.34,5
70,0.47,0.1,18.8,1.7,17.14,0
325,40.44,7.6,41.22,26.9,0.0,1
213,12.63,11.0,16.82,1.3,0.0,3
45,0.41,1.2,7.76,0.4,4.9,0
460,5.29,16.0,74.04,1.9,58.2,5
4,0.07,0.0,0.8,0.6,0.25,0
263,0.0,0.0,0.0,0.0,0.0,0
342,11.2,2.0,75.2,9.5,0.42,2
50,2.48,0.6,10.81,4.9,4.9,0
272,10.75,2.4,51.88,2.2,4.62,2
475,9.0,24.0,58.9,0.0,0.0,2
287,12.62,17.0,21.4,0.3,0.0,3
358,6.5,0.5,79.15,2.8,0.0,2
370,6.81,0.6,81.68,2.8,0.0,2
53,3.8,2.4,6.16,0.3,0.01,0
215,3.31,4.6,40.32,1.5,4.06,0
150,22.92,5.8,0.0,0.0,0.0,3
0,0.0,0.0,0.0,0.0,0.0,0
332,4.6,0.5,77.3,77.3,0.0,1
541,10.9,37.0,46.5,0.0,0.0,2
253,19.61,11.0,18.52,1.2,0.0,3
265,0.0,0.1,69.6,0.0,42.0,5
156,23.19,6.3,0.0,0.0,0.0,3
47,0.4,0.1,11.5,0.1,10.03,0
436,2.6,13.0,77.77,1.5,66.89,5
461,6.0,17.0,72.8,2.7,35.8,5
137,23.1,4.2,0.0,0.0,0.0,3
141,7.68,3.3,20.81,1.7,0.0,0
117,24.86,1.2,0.0,0.0,0.0,3
194,5.2,2.5,36.7,1.3,0.0,0
44,0.3,0.2,11.4,2.6,7.36,0
58,0.2,0.2,15.4,2.1,12.96,0
83,0.07,0.0,3.01,0.0,0.0,0
303,11.51,29.0,0.0,0.0,0.0,3
329,11.8,12.0,44.29,11.2,4.2,2
42,0.12,0.1,10.17,5.3,1.02,0
153,2.88,0.8,33.64,0.0,0.0,0
138,18.7,6.0,1.0,0.0,0.0,3
372,1.8,0.2,93.3,8.0,0.0,2
47,4.21,0.3,6.96,6.3,0.0,0
112,4.13,2.8,17.61,0.0,4.63,0
315,20.21,0.0,58.66,8.5,5.53,2
332,49.83,1.4,36.1,0.0,0.0,3
17,1.21,0.3,3.11,1.0,2.5,0
173,3.54,5.7,26.79,0.9,5.65,0
293,5.0,10.0,45.8,1.0,18.1,2
487,22.9,25.0,46.5,14.2,5.3,1
29,1.8,0.1,6.69,1.1,2.8,0
72,11.0,3.2,0.0,0.0,0.0,0
449,0.0,50.0,2.5,0.0,2.5,4
138,10.97,10.0,0.83,0.0,0.07,0
379,5.48,19.0,47.76,2.2,17.0,2
184,29.91,6.3,0.0,0.0,0.0,3
400,4.35,13.0,65.92,2.2,31.76,5
290,16.41,21.0,8.73,0.0,7.32,3
538,6.41,29.0,63.15,0.0,57.69,5
85,8.12,0.1,12.72,0.5,11.4,0
465,0.0,53.0,0.0,0.0,0.0,4
260,11.53,9.3,32.74,1.9,5.32,2
589,27.04,51.0,16.3,8.9,0.0,4
578,25.87,49.0,19.86,8.9,0.0,4
393,12.0,6.0,73.4,5.2,13.75,2
318,21.6,25.0,2.47,0.0,1.01,3
103,1.76,8.0,6.03,4.1,0.33,0
487,3.8,25.0,68.3,0.8,44.2,5
193,26.64,8.7,0.0,0.0,0.0,3
349,13.33,32.0,0.0,0.0,0.0,3
119,21.39,3.1,0.0,0.0,0.0,3
373,9.09,9.1,63.64,9.1,27.27,2
219,14.5,16.0,5.5,1.8,0.6,3
86,1.06,0.0,20.41,2.1,14.27,0
116,20.6,3.7,0.0,0.0,0.0,3
260,5.9,13.0,30.2,1.8,0.0,0
196,17.8,11.0,5.7,0.0,3.2,3
42,0.69,0.2,10.45,1.2,6.99,0
136,3.89,2.2,30.18,5.8,20.29,0
334,0.6,33.0,8.5,0.1,4.2,0
339,3.7,0.7,89.07,0.0,0.0,2
156,16.6,8.0,4.3,0.0,0.0,3
110,0.3,0.1,11.3,0.0,0.0,0
36,1.4,0.4,8.2,1.5,1.78,0
21,1.14,0.1,5.1,0.0,0.0,0
84,9.07,1.7,7.41,0.0,0.0,0
115,18.62,3.7,0.64,0.0,0.29,3
150,5.19,4.9,21.16,1.2,4.2,0
353,12.2,0.5,75.4,0.0,0.0,2
236,1.42,7.5,40.77,3.2,21.76,2
38,0.93,0.6,7.17,0.4,3.9,0
569,11.97,37.0,46.85,4.4,37.13,5
69,1.82,3.3,8.52,0.4,0.72,0
325,18.53,27.0,1.42,0.0,1.09,3
71,1.51,1.4,13.25,1.3,1.44,0
20,1.83,0.6,2.93,2.6,0.0,0
164,8.73,10.0,9.27,1.1,0.34,0
157,19.7,8.1,0.0,0.0,0.0,3
90,18.36,1.3,0.0,0.0,0.0,3
643,14.29,61.0,17.86,7.1,3.57,4
512,4.6,25.0,67.6,4.1,38.5,5
52,2.27,1.2,7.94,0.9,1.66,0
102,4.26,1.9,17.14,1.7,1.77,0
329,23.5,2.6,52.9,1.6,51.3,5
28,1.9,0.4,5.63,2.0,1.25,0
158,0.75,0.1,40.4,1.2,31.3,0
93,1.93,0.3,20.87,0.3,15.75,0
161,1.75,3.4,30.84,1.4,19.68,0
245,5.3,8.0,38.6,1.0,10.0,2
87,3.57,2.4,12.7,1.6,3.57,0
607,21.23,55.0,17.68,10.5,4.55,4
598,20.96,53.0,21.01,10.9,4.86,4
520,5.1,27.0,64.8,1.3,29.6,5
65,1.4,0.4,16.25,2.1,1.48,0
18,0.72,0.1,4.31,1.1,2.08,0
81,0.97,6.9,5.61,2.5,0.0,0
477,3.6,22.0,66.2,1.7,36.9,5
528,6.0,29.0,62.2,1.4,22.6,5
78,0.07,0.0,2.38,0.0,0.0,0
68,1.26,0.3,15.23,1.8,4.0,0
22,1.87,0.2,4.51,2.5,2.4,0
502,8.1,26.0,59.5,1.3,13.4,2
275,14.07,23.0,1.77,0.0,0.07,3
83,17.88,0.7,0.0,0.0,0.0,3
81,2.46,3.9,9.01,1.2,0.0,0
549,7.41,33.0,55.25,5.7,50.75,5
192,0.95,0.4,46.08,1.3,38.37,5
271,19.2,13.0,19.31,0.8,0.0,3
0,0.0,0.0,0.0,0.0,0.93,0
270,0.01,4.9,45.8,10.7,6.5,2
97,0.1,0.4,46.9,2.2,0.0,0
329,25.33,0.5,58.33,24.9,0.0,1
25,0.44,0.2,5.9,1.1,3.74,0
443,7.4,17.0,67.3,4.6,0.0,2
335,23.03,1.2,60.05,24.7,0.0,1
62,1.12,0.3,13.85,7.5,5.54,0
37,0.07,0.0,9.56,0.0,8.97,0
42,1.56,0.2,9.94,1.8,0.0,0
79,1.84,0.6,16.72,0.4,10.81,0
221,19.4,14.0,5.5,4.2,0.8,3
153,20.63,7.2,0.0,0.0,0.0,3
22,0.71,0.1,5.06,2.0,2.99,0
213,5.06,14.0,23.33,5.8,0.0,0
353,4.15,22.0,38.44,0.8,27.39,5
196,1.25,12.0,21.33,1.1,3.77,0
535,6.3,31.0,59.3,1.5,23.2,5
91,4.7,1.3,15.1,0.0,7.2,0
57,1.1,0.3,12.7,1.3,9.3,0
364,10.33,1.0,76.31,2.7,0.27,2
415,7.4,13.0,75.6,10.4,20.5,2
250,10.1,13.0,23.86,1.0,11.47,0
95,8.18,4.6,5.38,0.9,2.93,0
357,0.0,39.0,5.71,0.0,0.0,0
63,2.38,0.4,11.9,2.4,3.17,0
51,3.28,0.4,8.57,2.3,0.0,0
41,1.2,0.1,9.5,0.0,0.0,0
268,13.69,16.0,17.73,1.1,4.5,3
68,1.0,0.8,14.14,0.8,10.55,0
114,18.86,3.7,0.0,0.0,0.0,3
471,6.0,21.0,65.7,2.8,0.0,2
266,22.94,17.0,5.31,1.6,0.0,3
130,2.38,0.2,28.59,0.3,0.0,0
2,0.0,0.0,0.41,0.0,0.0,0
614,20.96,56.0,18.82,10.3,6.27,4
467,8.1,23.0,62.7,2.0,52.1,5
263,2.72,8.8,43.05,1.4,1.73,2
451,3.98,21.0,61.02,1.5,38.04,5
37,1.22,0.0,7.76,0.0,7.35,0
368,0.0,0.0,100.0,0.0,92.7,5
30,5.3,0.7,3.29,0.0,0.0,0
320,12.0,29.0,2.42,0.0,0.0,3
70,0.3,0.2,19.0,1.1,13.0,0
447,5.0,15.0,72.94,2.5,50.0,5
237,30.42,12.0,0.0,0.0,0.0,3
194,25.73,9.3,0.11,0.0,0.0,3
234,12.79,12.0,21.01,1.7,3.7,3
463,7.2,16.0,74.3,1.9,22.3,2
281,10.8,10.0,37.0,1.2,2.7,2
27,1.2,0.2,6.29,2.2,1.88,0
83,0.07,0.0,2.58,0.0,0.0,0
392,7.6,3.8,81.5,5.4,0.0,2
23,2.97,0.3,3.75,2.4,0.43,0
68,2.73,0.2,15.36,3.1,2.9,0
44,3.0,0.8,6.3,6.0,0.0,0
30,0.62,0.9,4.87,0.5,1.83,0
231,0.3,19.0,16.0,0.0,4.2,0
158,5.8,0.9,30.86,1.8,0.56,0
481,2.13,28.0,55.87,6.4,36.16,5
271,19.0,22.0,0.0,0.0,0.0,3
345,7.4,0.2,78.52,5.0,4.52,2
485,4.9,19.0,73.8,1.3,37.2,5
165,25.5,5.1,4.3,0.0,1.35,3
540,7.5,30.0,59.95,7.5,42.5,5
196,8.3,2.0,42.1,6.2,4.76,2
333,23.58,0.8,60.01,24.9,2.23,1
114,7.37,0.4,21.02,4.9,1.41,0
98,10.1,5.2,2.6,1.3,0.4,0
260,3.29,0.1,60.72,0.0,0.0,2
295,23.75,20.0,5.58,0.0,1.9,3
609,12.12,53.0,30.3,3.0,9.09,4
309,16.23,17.0,22.85,1.6,2.76,3
487,2.19,19.0,77.34,0.0,49.43,5
541,4.06,30.0,62.82,1.6,40.99,5
884,0.0,100.0,0.0,0.0,0.0,4
251,5.5,8.2,39.6,1.0,10.3,2
579,28.01,49.0,17.45,8.9,0.0,4
20,0.76,0.1,4.74,1.7,0.0,0
35,0.76,0.2,8.22,3.0,3.45,0
367,5.83,1.1,85.79,2.6,9.51,2
34,1.69,0.9,5.08,0.0,0.0,0
628,14.89,53.0,22.98,9.8,0.0,4
406,10.9,10.0,73.8,9.8,10.6,2
47,0.97,0.9,8.75,0.6,8.85,0
80,14.7,0.7,3.7,1.4,0.1,0
138,23.1,5.0,0.0,0.0,0.0,3
402,4.62,4.0,86.1,0.8,34.28,5
710,9.5,74.0,13.55,9.4,4.06,4
381,6.41,3.4,83.85,3.4,20.27,2
112,22.48,2.5,0.0,0.0,0.0,3
74,9.19,3.4,1.71,0.8,0.3,0
24,2.72,0.4,4.02,2.0,0.0,0
405,9.66,11.0,67.14,0.0,0.0,2
331,4.1,24.0,24.5,0.8,18.3,2
89,2.5,0.8,17.54,0.4,13.28,0
139,23.45,4.3,0.0,0.0,0.0,3
341,26.12,1.5,58.29,25.0,5.7,1
492,4.5,20.0,73.2,1.5,33.6,5
502,4.5,24.0,66.3,1.0,29.9,5
334,18.66,22.0,14.23,0.1,0.0,3
25,2.09,0.8,3.55,0.0,0.0,0
599,28.03,53.0,15.26,9.4,4.18,4
715,9.2,75.0,13.01,9.5,3.97,4
123,22.44,3.1,0.0,0.0,0.0,3
239,18.42,18.0,0.0,0.0,0.0,3
176,20.0,10.0,0.0,0.0,0.0,3
215,18.59,15.0,0.0,0.0,0.0,3
30,1.76,0.2,6.19,3.4,0.63,0
66,2.69,2.1,9.08,2.1,2.5,0
500,4.0,26.0,66.78,2.2,37.3,5
116,21.5,2.7,0.0,0.0,0.0,3
390,12.1,3.2,76.6,6.3,0.0,2
607,21.23,55.0,17.68,10.5,4.55,4
204,28.62,8.2,1.92,0.0,0.0,3
52,0.2,0.1,12.7,0.4,10.6,0
304,11.93,15.0,30.56,1.4,2.62,2
502,4.4,23.0,69.1,1.3,26.6,5
51,4.1,1.5,5.35,1.4,1.39,0
406,8.7,3.0,85.98,6.5,0.72,2
360,6.61,0.6,79.34,0.0,0.0,2
130,5.06,0.9,25.04,0.0,0.0,0
295,12.9,16.0,23.99,0.9,11.6,3
116,20.04,3.3,0.0,0.0,0.0,3
214,13.78,8.1,21.55,1.3,0.0,3
19,0.72,0.2,3.71,1.1,2.61,0
12,0.32,0.0,2.77,0.3,0.2,0
65,0.3,0.0,17.8,0.7,10.62,0
270,13.2,2.4,48.1,3.3,1.44,2
147,3.09,0.9,31.33,1.7,0.15,0
54,3.27,1.8,6.28,0.6,3.99,0
109,19.85,1.5,4.3,0.0,4.3,3
269,0.01,3.5,50.3,1.6,4.7,2
377,4.4,7.5,72.9,2.1,35.1,5
541,10.9,37.0,46.5,2.8,0.19,2
332,7.8,4.1,82.0,17.9,20.29,1
438,7.3,16.0,72.1,4.4,0.0,2
164,26.39,5.4,0.76,0.0,0.0,3
61,2.94,2.3,7.01,0.7,1.26,0
68,1.84,1.6,11.57,0.9,0.23,0
415,11.0,5.7,80.0,5.3,0.67,2
332,14.35,30.0,0.0,0.0,0.0,3
268,1.5,8.7,47.2,1.2,23.86,2
79,1.35,5.3,6.8,0.7,0.4,0
10,1.01,0.3,0.34,0.0,0.34,0
367,16.7,5.9,71.4,14.5,24.0,1
172,23.8,4.5,7.39,0.0,0.0,3
406,5.17,12.0,69.27,2.7,39.55,5
350,10.53,1.3,74.11,7.9,10.53,2
83,17.1,1.6,0.0,0.0,0.0,3
80,8.03,0.1,11.62,0.7,10.86,0
318,8.41,18.0,31.25,1.0,11.23,2
