category,serving_size,calories,protein,total_fat,carbohydrate,fiber,sugars
Red Meat,100.0,113,22.88,1.7,0.0,0.0,0.0
Snacks,100.0,507,4.2,26.0,65.5,3.2,33.2
Legumes and seeds,100.0,122,14.4,4.1,10.2,4.3,1.4
Red Meat,100.0,165,26.02,4.4,3.76,0.0,0.0
Red Meat,100.0,99,16.6,3.1,0.0,0.0,0.0
Red Meat,100.0,44,2.86,0.4,6.94,0.8,2.45
Poultry,100.0,120,17.6,2.2,6.4,0.0,0.0
Red Meat,100.0,130,19.27,5.3,0.0,0.0,0.0
Dairy,100.0,471,12.2,19.0,62.23,0.0,44.3
Legumes and seeds,100.0,50,2.95,0.3,9.2,0.0,0.0
Vegetables,100.0,16,1.7,0.2,2.8,2.0,0.0
Miscellaneous Ingredients,100.0,51,0.1,0.0,24.1,0.2,0.0
Red Meat,100.0,129,22.09,4.5,0.0,0.0,0.0
Condiments,100.0,459,0.77,45.0,15.58,0.0,15.95
Beverages,100.0,153,1.4,1.0,34.56,0.0,28.57
Snacks,100.0,415,5.71,11.0,72.27,3.8,42.86
Snacks,100.0,433,4.8,11.0,79.0,1.7,33.4
Red Meat,100.0,131,20.86,5.3,0.0,0.0,0.0
Snacks,100.0,390,4.0,9.5,72.4,1.3,31.7
Grains,100.0,47,1.37,0.1,9.22,0.4,2.17
Poultry,100.0,102,21.54,1.7,0.14,0.0,0.05
Snacks,100.0,387,4.5,11.0,69.4,1.5,35.5
Poultry,100.0,184,27.39,7.4,0.0,0.0,0.0
Sauce,100.0,16,0.79,0.3,3.47,1.9,2.55
Condiments,100.0,482,0.1,48.0,15.8,0.0,6.0
Poultry,100.0,159,28.88,4.0,0.0,0.0,0.0
Poultry,100.0,205,27.37,9.7,0.0,0.0,0.0
Seafood,100.0,141,21.43,5.5,0.0,0.0,0.0
Beverages,100.0,388,0.0,1.2,94.11,0.0,80.5
Legumes and seeds,100.0,52,3.5,0.4,9.02,3.1,4.82
Grains,100.0,366,9.71,1.5,76.22,2.4,0.49
Fruits,100.0,408,0.41,8.4,82.43,0.0,57.98
Sauce,100.0,64,1.22,2.0,10.2,1.2,6.53
Red Meat,100.0,206,30.38,8.4,0.0,0.0,0.0
Condiments,100.0,333,1.53,34.0,9.39,0.2,5.38
Beverages,100.0,38,0.68,0.1,9.2,0.2,9.0
Legumes and seeds,100.0,115,5.07,0.8,24.38,4.5,0.0
Poultry,100.0,294,18.67,15.0,20.24,1.0,0.19
Red Meat,100.0,189,19.34,12.0,0.0,0.0,0.0
Snacks,100.0,488,5.7,28.0,58.4,2.8,0.0
Red Meat,100.0,280,20.43,21.0,0.0,0.0,0.0
Legumes and seeds,100.0,82,4.6,0.6,15.18,4.6,1.02
Dairy,100.0,65,1.36,3.6,6.93,0.0,6.93
Grains,100.0,362,13.07,1.4,72.2,2.4,1.1
Grains,100.0,362,15.33,1.4,69.88,2.4,0.92
Condiments,100.0,295,12.98,17.0,22.64,0.2,2.87
Fruits,100.0,60,0.56,0.1,15.44,0.4,15.04
Red Meat,100.0,226,20.53,15.0,0.42,0.0,0.0
Fruits,100.0,408,0.41,8.2,82.57,0.0,58.12
Snacks,100.0,375,7.5,6.0,81.2,10.3,24.0
Legumes and seeds,100.0,65,1.84,3.3,7.15,0.0,7.14
Snacks,100.0,390,4.1,9.8,71.7,1.3,30.3
Poultry,100.0,206,19.0,11.0,7.8,0.9,2.89
Red Meat,100.0,295,30.76,18.0,0.0,0.0,0.0
Poultry,100.0,106,19.19,3.3,0.0,0.0,0.0
Red Meat,100.0,177,21.61,9.9,0.41,0.0,0.06
Red Meat,100.0,173,22.45,9.2,0.21,0.0,0.05
Fruits,100.0,74,0.1,0.0,20.5,1.2,13.64
Red Meat,100.0,148,23.6,5.1,0.4,0.0,0.0
Sauce,100.0,95,6.12,3.3,10.2,2.4,2.86
Grains,100.0,375,13.1,5.4,74.8,11.3,18.0
Sauce,100.0,35,0.94,1.7,4.38,0.2,0.0
Miscellaneous Ingredients,100.0,265,0.0,0.1,69.6,0.0,0.0
Sauce,100.0,55,2.42,1.2,9.82,0.5,6.59
Grains,100.0,299,7.85,9.2,46.13,9.7,2.93
Fruits,100.0,409,0.41,8.3,82.76,0.0,58.18
Dairy,100.0,312,17.12,23.0,8.8,0.0,6.19
Vegetables,100.0,12,1.56,0.2,1.78,1.0,0.83
Poultry,100.0,381,12.29,37.0,0.21,0.0,0.1
Red Meat,100.0,158,26.1,6.0,0.0,0.0,0.0
Poultry,100.0,101,21.54,1.7,0.0,0.0,0.05
Poultry,100.0,197,16.56,15.0,0.0,0.0,0.0
Vegetables,100.0,24,1.21,0.2,5.37,2.3,0.0
Dairy,100.0,61,3.15,3.3,4.78,0.0,5.05
Fruits,100.0,83,0.53,0.1,21.47,1.6,19.87
Fruits,100.0,63,0.53,0.1,16.49,1.6,14.89
Red Meat,100.0,151,19.84,8.0,0.0,0.0,0.0
Red Meat,100.0,115,20.4,3.4,0.73,0.0,0.0
Red Meat,100.0,177,32.22,4.3,0.0,0.0,0.0
Poultry,100.0,274,21.67,16.0,9.83,0.4,0.0
Poultry,100.0,169,27.5,5.7,0.0,0.0,0.0
Poultry,100.0,116,19.41,3.7,0.0,0.0,0.0
Poultry,100.0,170,29.3,5.0,0.0,0.0,0.0
Snacks,100.0,417,7.1,9.2,78.65,2.7,33.36
Vegetables,100.0,20,2.08,0.2,3.7,1.9,0.0
Fruits,100.0,101,0.36,0.1,26.31,1.0,0.0
Beverages,100.0,38,0.42,1.0,6.59,0.4,6.25
Poultry,100.0,300,25.95,21.0,0.0,0.0,0.0
Sauce,100.0,161,15.5,8.6,14.0,9.1,2.6
Red Meat,100.0,204,25.21,11.0,0.0,0.0,0.0
Red Meat,100.0,232,24.62,14.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,464,5.35,20.0,67.34,1.3,27.31
Beverages,100.0,15,0.0,0.0,3.75,0.0,3.75
Seafood,100.0,201,25.73,10.0,0.0,0.0,0.0
Grains,100.0,130,2.69,0.3,28.17,0.4,0.05
Grains,100.0,371,8.82,7.0,72.41,6.9,30.85
Poultry,100.0,232,23.26,15.0,0.0,0.0,0.0
Snacks,100.0,381,9.1,3.5,79.2,2.8,2.21
Red Meat,100.0,219,6.21,12.0,21.39,3.7,1.63
Vegetables,100.0,96,7.1,2.3,14.4,2.3,1.7
Grains,100.0,124,2.18,0.5,26.76,0.6,0.0
Grains,100.0,372,8.5,3.8,80.8,7.5,27.29
Legumes and seeds,100.0,123,6.81,0.3,23.64,5.4,1.63
Fruits,100.0,40,0.5,0.1,10.3,0.6,9.7
Beverages,100.0,47,0.01,0.0,11.81,0.0,9.76
Snacks,100.0,399,4.2,11.0,71.62,1.0,35.4
Beverages,100.0,29,1.21,0.2,5.61,0.6,2.93
Dairy,100.0,66,1.44,3.4,7.39,0.0,7.34
Red Meat,100.0,140,21.19,6.1,0.0,0.0,0.0
Snacks,100.0,391,4.6,10.0,71.77,1.1,31.2
Red Meat,100.0,106,20.39,2.1,0.0,0.0,0.0
Red Meat,100.0,508,9.27,52.0,0.0,0.0,0.0
Sauce,100.0,24,1.45,0.8,2.92,0.3,0.08
Grains,100.0,366,31.43,9.6,49.38,11.9,7.14
Red Meat,100.0,287,11.49,13.0,31.84,2.2,2.93
Vegetables,100.0,54,0.66,0.3,13.75,2.9,5.17
Sauce,100.0,71,2.38,1.6,11.9,0.8,0.79
Red Meat,100.0,149,29.9,2.4,0.0,0.0,0.0
Grains,100.0,385,6.8,1.9,87.0,3.4,33.0
Snacks,100.0,529,10.16,29.0,56.89,4.0,47.15
Eggs,100.0,276,4.14,14.0,33.79,2.2,5.1
Vegetables,100.0,33,0.66,0.2,6.89,0.3,4.59
Poultry,100.0,289,22.54,17.0,9.42,0.3,0.0
Vegetables,100.0,14,1.5,0.2,2.41,1.7,0.0
Red Meat,100.0,116,20.53,3.8,0.0,0.0,0.0
Beverages,100.0,39,0.0,0.1,10.0,0.0,9.0
Eggs,100.0,296,6.9,11.0,41.4,2.7,0.0
Snacks,100.0,375,4.49,16.0,53.0,1.1,31.47
Condiments,100.0,43,1.5,3.0,2.5,0.0,0.0
Vegetables,100.0,51,2.89,0.3,11.39,5.7,0.99
Dairy,100.0,143,3.71,6.3,21.7,0.7,6.15
Legumes and seeds,100.0,62,4.8,0.5,10.1,3.6,0.0
Poultry,100.0,111,21.99,2.5,0.0,0.0,0.0
Dairy,100.0,421,6.14,23.0,47.93,2.1,22.75
Red Meat,100.0,122,22.05,3.8,0.0,0.0,0.0
Poultry,100.0,192,32.82,5.5,0.42,0.0,0.0
Poultry,100.0,192,25.97,9.0,0.0,0.0,0.0
Red Meat,100.0,246,24.04,16.0,0.0,0.0,0.0
Red Meat,100.0,248,23.45,16.0,0.0,0.0,0.0
Legumes and seeds,100.0,127,8.67,0.5,22.8,6.4,0.32
Legumes and seeds,100.0,136,9.34,0.5,24.46,8.6,0.0
Red Meat,100.0,248,27.09,15.0,0.0,0.0,0.0
Red Meat,100.0,242,27.32,14.0,0.0,0.0,0.0
Grains,100.0,367,8.89,1.4,77.32,2.4,0.54
Sauce,100.0,30,0.82,0.4,5.71,0.4,0.41
Snacks,100.0,255,11.41,11.0,28.05,2.8,0.0
Red Meat,100.0,267,19.76,20.0,0.0,0.0,0.0
Vegetables,100.0,43,1.34,1.7,5.74,1.2,2.63
Poultry,100.0,247,19.61,18.0,0.0,0.0,0.0
Sauce,100.0,92,1.54,3.5,13.85,2.3,9.23
Beverages,100.0,0,0.1,0.0,0.0,0.0,0.0
Sauce,100.0,65,2.55,3.3,6.61,0.3,0.0
Poultry,100.0,118,12.8,4.8,10.2,5.7,0.2
Legumes and seeds,100.0,111,5.96,1.4,19.49,4.2,2.48
Dairy,100.0,362,36.16,0.8,51.98,0.0,51.98
Eggs,100.0,384,8.69,7.6,73.68,6.4,28.91
Fruits,100.0,59,0.3,0.0,16.0,0.6,12.6
Poultry,100.0,254,23.79,17.0,0.0,0.0,0.0
Snacks,100.0,402,0.19,4.3,90.76,0.0,75.92
Seafood,100.0,219,13.49,11.0,16.89,0.9,0.45
Red Meat,100.0,176,22.27,9.4,0.52,0.0,0.06
Sauce,100.0,280,11.5,12.0,30.62,2.3,3.32
Sauce,100.0,39,0.66,2.6,3.33,0.3,0.2
Dairy,100.0,358,35.1,0.7,52.19,0.0,52.19
Vegetables,100.0,20,0.91,0.3,4.31,1.4,2.59
Sauce,100.0,90,8.19,0.3,14.44,0.3,5.63
Red Meat,100.0,42,3.26,1.0,4.99,0.8,1.22
Red Meat,100.0,109,20.27,2.5,0.0,0.0,0.0
Legumes and seeds,100.0,118,8.33,0.5,21.09,7.0,0.0
Sauce,100.0,53,2.04,1.2,8.16,0.8,0.82
Snacks,100.0,381,9.1,3.5,79.2,2.8,0.0
Fruits,100.0,91,0.73,0.1,23.27,1.1,22.17
Fruits,100.0,75,0.74,0.1,19.3,0.8,0.0
Miscellaneous Ingredients,100.0,129,2.82,3.2,22.03,0.6,0.0
Poultry,100.0,103,5.5,3.2,14.6,1.6,1.4
Dairy,100.0,86,3.82,3.5,10.0,0.4,5.9
Red Meat,100.0,115,19.27,4.1,0.1,0.0,0.1
Eggs,100.0,244,10.33,11.0,25.72,2.0,3.3
Legumes and seeds,100.0,336,23.52,1.3,60.03,10.6,6.9
Poultry,100.0,267,21.13,17.0,7.59,0.5,0.0
Grains,100.0,266,8.85,3.3,49.42,2.7,5.67
Vegetables,100.0,28,3.1,0.1,5.35,3.0,1.47
Poultry,100.0,414,24.58,35.0,0.0,0.0,0.0
Fruits,100.0,391,3.9,9.7,72.3,1.3,30.8
Condiments,100.0,270,13.49,13.0,25.46,1.9,5.24
Poultry,100.0,195,28.62,8.1,0.0,0.0,0.0
Poultry,100.0,184,24.03,9.0,0.0,0.0,0.0
Eggs,100.0,228,13.64,9.7,21.67,0.4,2.13
Condiments,100.0,717,1.1,79.0,2.7,0.0,0.48
Seafood,100.0,87,17.52,1.3,0.0,0.0,0.0
Snacks,100.0,386,16.19,8.9,60.21,5.1,25.0
Poultry,100.0,258,22.18,18.0,0.0,0.0,0.0
Red Meat,100.0,276,11.28,14.0,25.14,2.2,4.85
Legumes and seeds,100.0,123,9.49,0.2,21.85,9.3,0.0
Poultry,100.0,236,13.6,7.0,31.1,3.4,1.5
Condiments,100.0,147,9.12,2.3,22.42,1.3,3.09
Sauce,100.0,104,2.4,2.8,17.6,2.4,10.4
Legumes and seeds,100.0,446,18.55,19.0,53.75,18.4,0.0
Snacks,100.0,471,4.0,19.0,72.2,2.4,39.7
Sauce,100.0,73,1.61,0.0,16.13,0.8,9.68
Miscellaneous Ingredients,100.0,418,7.0,12.0,69.5,6.5,0.0
Grains,100.0,399,7.0,5.4,82.0,5.2,21.9
Snacks,100.0,508,6.5,29.0,56.24,3.3,4.23
Legumes and seeds,100.0,110,7.6,0.4,19.65,5.4,1.82
Beverages,100.0,353,19.9,1.4,66.2,0.4,65.8
Grains,100.0,363,8.98,5.5,72.96,4.2,2.76
Vegetables,100.0,65,2.86,0.2,13.09,4.4,3.12
Grains,100.0,293,9.0,4.0,54.4,0.0,0.0
Grains,100.0,378,8.5,4.6,80.7,7.0,27.9
Red Meat,100.0,238,22.86,16.0,0.0,0.0,0.0
Condiments,100.0,205,10.06,6.4,26.66,1.6,3.61
Vegetables,100.0,189,9.2,12.0,17.0,7.8,2.2
Poultry,100.0,310,19.14,21.0,11.2,0.5,0.0
Red Meat,100.0,116,20.15,3.4,1.35,0.0,0.0
Red Meat,100.0,161,19.77,8.5,1.38,0.0,0.0
Snacks,100.0,457,7.5,17.0,70.9,2.4,38.8
Snacks,100.0,458,9.56,17.0,67.2,0.0,2.4
Snacks,100.0,465,14.12,21.0,54.59,9.4,9.41
Sauce,100.0,48,1.41,3.0,3.8,0.1,0.0
Dairy,100.0,104,3.1,2.5,17.8,0.2,0.0
Grains,100.0,200,17.56,5.2,59.51,41.3,0.0
Legumes and seeds,100.0,116,8.15,8.0,5.15,0.0,0.0
Red Meat,100.0,157,29.12,4.5,0.0,0.0,0.0
Red Meat,100.0,112,20.2,2.9,0.0,0.0,0.0
Snacks,100.0,505,4.75,24.0,68.55,1.7,35.3
Miscellaneous Ingredients,100.0,350,10.89,2.5,70.95,2.7,0.85
Beverages,100.0,0,0.0,0.0,0.03,0.0,0.0
Red Meat,100.0,162,30.76,3.4,0.0,0.0,0.0
Red Meat,100.0,123,20.18,4.7,0.0,0.0,0.0
Legumes and seeds,100.0,574,29.84,49.0,14.71,6.5,1.29
Snacks,100.0,440,4.7,12.0,79.1,1.5,35.3
Vegetables,100.0,36,2.97,0.4,7.1,2.8,0.57
Poultry,100.0,269,28.56,15.0,3.15,0.1,0.0
Snacks,100.0,266,11.39,9.7,33.33,2.3,3.58
Dairy,100.0,129,4.41,0.0,27.94,7.4,8.82
Seafood,100.0,470,9.0,44.0,10.5,0.0,0.0
Seafood,100.0,208,24.62,11.0,0.0,0.0,0.0
Grains,100.0,370,14.1,10.0,61.9,9.2,23.79
Eggs,100.0,316,7.1,12.0,44.2,0.0,0.0
Red Meat,100.0,164,25.8,5.9,0.0,0.0,0.0
Sauce,100.0,99,3.1,6.3,7.5,0.9,0.0
Red Meat,100.0,142,19.98,6.9,0.0,0.0,0.0
Poultry,100.0,239,28.99,12.0,2.59,0.0,0.0
Seafood,100.0,116,25.51,0.8,0.0,0.0,0.0
Seafood,100.0,128,23.62,3.0,0.0,0.0,0.0
Red Meat,100.0,276,14.97,24.0,0.0,0.0,0.0
Vegetables,100.0,44,6.2,0.7,3.3,1.5,0.0
Grains,100.0,366,9.71,1.5,76.22,2.4,0.49
Grains,100.0,401,7.12,5.5,81.19,4.2,19.79
Dairy,100.0,503,12.5,26.0,55.6,0.0,44.38
Legumes and seeds,100.0,28,1.49,0.2,6.45,3.0,1.88
Snacks,100.0,274,12.23,12.0,30.0,1.7,2.9
Vegetables,100.0,138,5.9,3.3,22.1,7.1,1.2
Vegetables,100.0,69,5.1,2.0,8.76,0.4,1.42
Condiments,100.0,16,0.95,0.2,3.31,0.8,2.86
Condiments,100.0,132,0.3,0.3,53.42,2.5,37.81
Sauce,100.0,54,1.8,3.8,3.8,0.1,0.0
Dairy,100.0,63,1.64,3.5,6.11,0.0,6.11
Grains,100.0,348,7.9,6.8,79.5,18.2,22.1
Grains,100.0,156,5.67,1.5,30.87,4.5,0.65
Snacks,100.0,487,9.14,23.0,61.14,2.9,33.14
Vegetables,100.0,27,0.66,0.3,6.46,1.4,2.53
Snacks,100.0,470,4.0,18.0,74.3,1.9,39.2
Poultry,100.0,239,22.3,14.0,5.39,0.0,0.0
Legumes and seeds,100.0,21,0.9,0.1,5.1,1.3,3.12
Red Meat,100.0,201,21.14,13.0,0.0,0.0,0.0
Poultry,100.0,215,20.7,15.0,0.21,0.0,0.0
Dairy,100.0,717,0.16,81.0,0.7,0.0,0.0
Red Meat,100.0,196,29.82,8.5,0.07,0.0,0.0
Poultry,100.0,189,4.94,1.2,39.51,2.5,4.94
Red Meat,100.0,188,30.17,7.5,0.0,0.0,0.0
Red Meat,100.0,130,20.76,4.6,0.0,0.0,0.0
Red Meat,100.0,271,18.31,20.0,3.68,0.0,0.0
Red Meat,100.0,275,17.02,23.0,0.23,0.0,0.0
Snacks,100.0,397,4.0,11.0,70.0,2.7,23.9
Red Meat,100.0,208,29.03,9.3,0.0,0.0,0.0
Red Meat,100.0,249,19.14,19.0,0.0,0.0,0.0
Red Meat,100.0,239,19.33,17.0,0.0,0.0,0.0
Red Meat,100.0,173,27.23,6.3,0.0,0.0,0.0
Fruits,100.0,166,0.51,0.4,41.0,0.4,38.83
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,275,10.5,1.6,53.4,2.3,0.0
Red Meat,100.0,227,29.2,11.0,0.0,0.0,0.0
Grains,100.0,376,10.16,7.5,71.57,8.3,17.66
Red Meat,100.0,199,26.48,10.0,0.0,0.0,0.0
Red Meat,100.0,140,22.69,4.8,0.0,0.0,0.0
Red Meat,100.0,168,29.49,5.6,0.0,0.0,0.0
Red Meat,100.0,286,27.79,19.0,0.03,0.0,0.0
Red Meat,100.0,252,29.92,15.0,0.0,0.0,0.0
Snacks,100.0,351,8.7,1.5,84.7,10.3,22.7
Legumes and seeds,100.0,92,3.05,3.1,13.0,0.6,11.46
Condiments,100.0,147,9.12,2.3,22.42,1.3,3.09
Red Meat,100.0,129,23.13,3.4,0.0,0.0,0.0
Snacks,100.0,366,4.7,5.9,73.7,5.5,30.5
Red Meat,100.0,160,21.31,8.3,0.0,0.0,0.0
Red Meat,100.0,143,21.28,6.5,0.0,0.0,0.0
Red Meat,100.0,111,19.44,3.2,1.03,0.0,1.03
Snacks,100.0,495,8.93,23.0,63.9,3.6,53.57
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Red Meat,100.0,201,18.91,13.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,275,10.5,1.6,53.4,2.3,0.0
Dairy,100.0,533,0.17,60.0,0.86,0.0,0.0
Red Meat,100.0,254,24.29,17.0,0.0,0.0,0.0
Legumes and seeds,100.0,103,6.07,0.3,19.32,5.3,1.34
Red Meat,100.0,133,22.49,4.1,0.0,0.0,0.0
Red Meat,100.0,178,30.39,5.3,0.0,0.0,0.0
Grains,100.0,235,7.7,1.8,46.0,2.7,0.0
Legumes and seeds,100.0,164,8.86,2.6,27.42,7.6,4.8
Dairy,100.0,76,2.99,1.9,12.13,0.7,9.55
Snacks,100.0,409,3.71,13.0,69.37,14.9,33.42
Miscellaneous Ingredients,100.0,418,5.6,10.0,75.6,1.7,40.0
Grains,100.0,65,1.23,0.4,13.86,0.7,0.09
Dairy,100.0,98,3.4,3.5,13.22,0.3,11.46
Dairy,100.0,66,1.61,3.6,6.7,0.0,6.7
Red Meat,100.0,179,16.09,12.0,1.35,0.0,0.88
Vegetables,100.0,14,1.15,0.1,2.97,1.3,1.69
Red Meat,100.0,138,2.4,3.4,24.31,2.4,0.21
Red Meat,100.0,193,33.53,6.6,0.0,0.0,0.0
Red Meat,100.0,152,21.8,6.5,0.0,0.0,0.0
Red Meat,100.0,237,28.02,13.0,0.0,0.0,0.0
Red Meat,100.0,162,25.53,6.7,0.0,0.0,0.0
Red Meat,100.0,130,25.11,3.3,0.3,0.0,0.3
Red Meat,100.0,123,24.34,2.9,0.0,0.0,0.0
Beverages,100.0,46,0.3,0.0,11.15,0.0,10.37
Red Meat,100.0,173,27.58,6.1,0.0,0.0,0.0
Red Meat,100.0,170,30.54,4.3,0.0,0.0,0.0
Red Meat,100.0,127,21.57,3.8,0.0,0.0,0.0
Red Meat,100.0,201,18.91,13.0,0.0,0.0,0.0
Snacks,100.0,523,7.0,33.0,56.2,0.0,0.0
Red Meat,100.0,232,24.21,14.0,0.0,0.0,0.0
Red Meat,100.0,227,26.74,13.0,0.0,0.0,0.0
Red Meat,100.0,202,29.26,9.4,0.27,0.0,0.0
Red Meat,100.0,131,22.09,4.1,0.0,0.0,0.0
Condiments,100.0,133,2.19,3.4,23.51,1.9,0.2
Red Meat,100.0,157,27.87,5.0,0.0,0.0,0.0
Snacks,100.0,373,0.1,3.5,85.2,0.0,38.7
Snacks,100.0,536,7.0,35.0,52.9,4.8,0.0
Red Meat,100.0,194,27.82,8.3,0.0,0.0,0.0
Red Meat,100.0,178,27.96,6.5,0.0,0.0,0.0
Red Meat,100.0,168,20.48,9.0,0.0,0.0,0.0
Red Meat,100.0,204,27.78,9.4,0.0,0.0,0.0
Snacks,100.0,390,4.6,11.0,69.4,3.5,23.5
Red Meat,100.0,251,18.42,19.0,0.0,0.0,0.0
Dairy,100.0,494,12.9,26.0,52.0,0.0,52.0
Dairy,100.0,43,3.86,0.2,7.5,0.0,7.5
Beverages,100.0,5,0.0,0.0,1.25,0.0,0.0
Red Meat,100.0,231,23.72,14.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,884,0.0,100.0,0.0,0.0,0.0
Red Meat,100.0,161,28.6,4.4,0.0,0.0,0.0
Red Meat,100.0,163,28.75,4.5,0.0,0.0,0.0
Red Meat,100.0,301,24.89,22.0,0.02,0.0,0.0
Red Meat,100.0,197,29.79,8.7,0.0,0.0,0.0
Red Meat,100.0,153,22.12,6.5,0.0,0.0,0.0
Snacks,100.0,412,3.71,11.0,74.3,14.9,29.71
Miscellaneous Ingredients,100.0,167,2.16,6.2,25.59,2.3,0.2
Red Meat,100.0,157,27.28,5.3,0.0,0.0,0.0
Vegetables,100.0,94,3.11,0.7,22.33,2.8,3.59
Red Meat,100.0,121,17.06,5.4,1.42,0.0,1.42
Red Meat,100.0,214,19.92,14.0,0.0,0.0,0.0
Red Meat,100.0,189,20.68,11.0,0.0,0.0,0.0
Red Meat,100.0,332,21.5,27.0,0.41,0.0,0.0
Poultry,100.0,183,21.55,11.0,0.13,0.0,0.0
Poultry,100.0,180,24.72,9.0,0.05,0.0,0.0
Beverages,100.0,47,0.68,0.1,11.27,0.3,8.31
Red Meat,100.0,145,20.9,5.5,1.5,0.0,0.0
Poultry,100.0,157,32.06,3.2,0.0,0.0,0.0
Poultry,100.0,151,30.54,3.2,0.0,0.0,0.0
Red Meat,100.0,122,22.71,3.5,0.43,0.0,0.43
Red Meat,100.0,136,21.79,4.8,0.0,0.0,0.0
Red Meat,100.0,265,16.98,21.0,0.0,0.0,0.0
Red Meat,100.0,230,17.37,17.0,0.0,0.0,0.0
Oil,100.0,717,0.16,81.0,0.7,0.0,0.0
Poultry,100.0,157,26.52,5.6,0.0,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Red Meat,100.0,315,23.43,24.0,0.0,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Fruits,100.0,57,0.46,0.1,14.65,1.6,11.25
Red Meat,100.0,116,14.07,4.9,4.22,0.0,4.22
Red Meat,100.0,255,26.54,16.0,0.0,0.0,0.0
Sauce,100.0,69,1.54,2.3,10.0,2.3,7.69
Condiments,100.0,286,15.55,19.0,13.01,0.0,0.0
Dairy,100.0,66,1.71,3.5,6.9,0.0,6.9
Red Meat,100.0,221,19.71,16.0,0.2,0.0,0.0
Red Meat,100.0,252,18.72,19.0,0.64,0.0,0.0
Sauce,100.0,152,2.57,3.8,26.98,2.6,0.25
Condiments,100.0,183,12.29,5.3,21.49,1.2,3.41
Red Meat,100.0,129,19.63,5.0,0.0,0.0,0.0
Legumes and seeds,100.0,132,8.49,0.7,23.76,6.4,4.46
Dairy,100.0,69,1.92,3.8,6.94,0.0,6.9
Miscellaneous Ingredients,100.0,884,0.0,100.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,275,10.5,1.6,53.4,2.3,0.0
Red Meat,100.0,276,17.77,22.0,0.0,0.0,0.0
Red Meat,100.0,122,21.38,3.4,0.0,0.0,0.0
Red Meat,100.0,278,18.12,22.0,0.12,0.0,0.0
Poultry,100.0,128,6.97,3.9,16.32,1.3,4.82
Grains,100.0,378,6.06,1.1,86.85,1.4,10.35
Red Meat,100.0,167,16.65,11.0,0.66,0.0,0.66
Red Meat,100.0,195,31.0,6.9,0.0,0.0,0.0
Red Meat,100.0,174,29.29,5.5,0.0,0.0,0.0
Snacks,100.0,352,8.7,1.6,84.6,10.2,22.7
Dairy,100.0,717,0.16,81.0,0.7,0.0,0.0
Red Meat,100.0,156,12.17,2.7,20.34,0.7,3.0
Red Meat,100.0,175,27.58,7.1,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,580,21.95,49.0,22.51,8.1,4.45
Miscellaneous Ingredients,100.0,307,5.88,13.0,41.18,1.2,5.88
Miscellaneous Ingredients,100.0,199,2.9,6.8,31.66,2.8,0.31
Red Meat,100.0,164,29.68,5.0,0.0,0.0,0.0
Red Meat,100.0,208,32.08,8.9,0.0,0.0,0.0
Red Meat,100.0,239,30.09,13.0,0.0,0.0,0.0
Red Meat,100.0,234,27.88,14.0,0.0,0.0,0.0
Vegetables,100.0,23,1.04,0.4,3.79,1.1,2.48
Snacks,100.0,398,4.0,11.0,70.1,2.7,23.9
Poultry,100.0,170,25.9,7.4,0.0,0.0,0.0
Beverages,100.0,413,7.5,7.5,79.05,4.0,38.9
Legumes and seeds,100.0,88,4.92,2.0,13.49,4.4,0.0
Poultry,100.0,199,25.55,11.0,0.0,0.0,0.0
Red Meat,100.0,206,18.64,15.0,0.13,0.0,0.0
Grains,100.0,43,2.03,1.0,7.49,1.7,0.0
Dairy,100.0,480,15.6,21.0,57.1,0.0,56.0
Fruits,100.0,166,0.51,0.4,41.0,0.0,38.83
Sauce,100.0,72,1.6,2.4,10.4,2.4,8.0
Dairy,100.0,47,2.1,0.6,8.24,0.7,7.13
Dairy,100.0,511,10.8,27.0,56.2,0.0,56.0
Snacks,100.0,536,7.0,35.0,52.9,4.8,0.0
Vegetables,100.0,94,3.11,0.7,22.33,2.1,0.0
Red Meat,100.0,186,17.42,12.0,0.0,0.0,0.0
Red Meat,100.0,139,21.96,5.1,0.0,0.0,0.0
Red Meat,100.0,125,22.26,3.3,0.0,0.0,0.0
Red Meat,100.0,222,26.38,12.0,0.0,0.0,0.0
Dairy,100.0,66,1.45,3.4,7.39,0.0,5.0
Poultry,100.0,187,22.72,11.0,0.0,0.0,0.0
Legumes and seeds,100.0,595,17.0,54.0,21.19,9.3,0.49
Fruits,100.0,62,0.37,0.1,14.77,0.2,14.2
Red Meat,100.0,164,15.73,11.0,1.1,0.0,1.1
Poultry,100.0,149,26.89,4.6,0.0,0.0,0.0
Red Meat,100.0,179,31.29,6.0,0.0,0.0,0.0
Red Meat,100.0,246,19.82,18.0,0.0,0.0,0.0
Red Meat,100.0,249,19.37,18.0,0.0,0.0,0.0
